goqualia, f600_k400, 1, 0.634901
goqualia, f600_k400, 2, 0.663554
goqualia, f600_k400, 4, 0.701127
goqualia, f600_k400, 8, 0.746559
goqualia, f600_k400, 16, 0.790845
goqualia, f600_k400, 32, 0.827411
goqualia, f600_k400, 64, 0.856231
goqualia, f600_k400, 128, 0.881450
goqualia, f600_k400, 256, 0.904972
goqualia, f600_k400, 512, 0.940794
goqualia, f600_k400, 1024, 0.961228
goqualia, f600_k400, 2048, 0.974818
goqualia, f600_k400, 4096, 0.986055
scancrush, f400_k100, 1, 0.677614
scancrush, f400_k100, 2, 0.686083
scancrush, f400_k100, 4, 0.698382
scancrush, f400_k100, 8, 0.720431
scancrush, f400_k100, 16, 0.752239
scancrush, f400_k100, 32, 0.793435
scancrush, f400_k100, 64, 0.844992
scancrush, f400_k100, 128, 0.910680
scancrush, f400_k100, 256, 0.955211
scancrush, f400_k100, 512, 0.974127
scancrush, f400_k100, 1024, 0.982174
scancrush, f400_k100, 2048, 0.987180
scancrush, f400_k100, 4096, 0.991624
scancrush, f400_k200, 1, 0.646745
scancrush, f400_k200, 2, 0.654078
scancrush, f400_k200, 4, 0.665319
scancrush, f400_k200, 8, 0.685412
scancrush, f400_k200, 16, 0.715112
scancrush, f400_k200, 32, 0.752940
scancrush, f400_k200, 64, 0.798784
scancrush, f400_k200, 128, 0.851750
scancrush, f400_k200, 256, 0.905349
scancrush, f400_k200, 512, 0.943353
scancrush, f400_k200, 1024, 0.960741
scancrush, f400_k200, 2048, 0.973698
scancrush, f400_k200, 4096, 0.982254
scancrush, f400_k400, 1, 0.637380
scancrush, f400_k400, 2, 0.645030
scancrush, f400_k400, 4, 0.656465
scancrush, f400_k400, 8, 0.676846
scancrush, f400_k400, 16, 0.706889
scancrush, f400_k400, 32, 0.744514
scancrush, f400_k400, 64, 0.790295
scancrush, f400_k400, 128, 0.841344
scancrush, f400_k400, 256, 0.888253
scancrush, f400_k400, 512, 0.930682
scancrush, f400_k400, 1024, 0.957242
scancrush, f400_k400, 2048, 0.973918
scancrush, f400_k400, 4096, 0.984033
scancrush, f500_k100, 1, 0.682899
scancrush, f500_k100, 2, 0.690242
scancrush, f500_k100, 4, 0.701035
scancrush, f500_k100, 8, 0.720303
scancrush, f500_k100, 16, 0.747887
scancrush, f500_k100, 32, 0.783102
scancrush, f500_k100, 64, 0.829607
scancrush, f500_k100, 128, 0.891564
scancrush, f500_k100, 256, 0.938435
scancrush, f500_k100, 512, 0.961103
scancrush, f500_k100, 1024, 0.971750
scancrush, f500_k100, 2048, 0.978632
scancrush, f500_k100, 4096, 0.985678
scancrush, f500_k200, 1, 0.651143
scancrush, f500_k200, 2, 0.658139
scancrush, f500_k200, 4, 0.668770
scancrush, f500_k200, 8, 0.687906
scancrush, f500_k200, 16, 0.716339
scancrush, f500_k200, 32, 0.753192
scancrush, f500_k200, 64, 0.798566
scancrush, f500_k200, 128, 0.852898
scancrush, f500_k200, 256, 0.910705
scancrush, f500_k200, 512, 0.950007
scancrush, f500_k200, 1024, 0.966947
scancrush, f500_k200, 2048, 0.979590
scancrush, f500_k200, 4096, 0.987237
scancrush, f500_k400, 1, 0.636282
scancrush, f500_k400, 2, 0.643678
scancrush, f500_k400, 4, 0.654972
scancrush, f500_k400, 8, 0.675034
scancrush, f500_k400, 16, 0.705185
scancrush, f500_k400, 32, 0.742555
scancrush, f500_k400, 64, 0.787956
scancrush, f500_k400, 128, 0.840149
scancrush, f500_k400, 256, 0.889660
scancrush, f500_k400, 512, 0.932484
scancrush, f500_k400, 1024, 0.958875
scancrush, f500_k400, 2048, 0.976629
scancrush, f500_k400, 4096, 0.986811
scancrush, f600_k100, 1, 0.670242
scancrush, f600_k100, 2, 0.677367
scancrush, f600_k100, 4, 0.688270
scancrush, f600_k100, 8, 0.707407
scancrush, f600_k100, 16, 0.734884
scancrush, f600_k100, 32, 0.771070
scancrush, f600_k100, 64, 0.820709
scancrush, f600_k100, 128, 0.892303
scancrush, f600_k100, 256, 0.943772
scancrush, f600_k100, 512, 0.967294
scancrush, f600_k100, 1024, 0.977540
scancrush, f600_k100, 2048, 0.983636
scancrush, f600_k100, 4096, 0.989176
scancrush, f600_k200, 1, 0.653261
scancrush, f600_k200, 2, 0.660479
scancrush, f600_k200, 4, 0.671698
scancrush, f600_k200, 8, 0.691717
scancrush, f600_k200, 16, 0.721469
scancrush, f600_k200, 32, 0.760169
scancrush, f600_k200, 64, 0.809133
scancrush, f600_k200, 128, 0.864056
scancrush, f600_k200, 256, 0.922975
scancrush, f600_k200, 512, 0.960617
scancrush, f600_k200, 1024, 0.975626
scancrush, f600_k200, 2048, 0.985717
scancrush, f600_k200, 4096, 0.991293
scancrush, f600_k400, 1, 0.637303
scancrush, f600_k400, 2, 0.644363
scancrush, f600_k400, 4, 0.655192
scancrush, f600_k400, 8, 0.674503
scancrush, f600_k400, 16, 0.703767
scancrush, f600_k400, 32, 0.740468
scancrush, f600_k400, 64, 0.787299
scancrush, f600_k400, 128, 0.841341
scancrush, f600_k400, 256, 0.891661
scancrush, f600_k400, 512, 0.935385
scancrush, f600_k400, 1024, 0.960754
scancrush, f600_k400, 2048, 0.977600
scancrush, f600_k400, 4096, 0.987278
